dealer_name,dealer_code,branch,zone
Jmc Projects (India) Ltd.,C101104124212772,PATNA,Enterprise
Kalpataru Power Transmission Limited,C101104124214850,ROBR,Enterprise
Cgg Construction,C101104126412905,ROBR,East-1
Renuka Sales,C101104127813472,ROBR,East-1
Originals,C101104127813954,ROBR,East-1
S S Enterprises,C101104127816614,ROBR,East-1
Ss Tile Studio,C101104128216844,ROBR,East-1
New Bath N Room,C101104128515606,ROBR,East-1
Maira Tiles,C101104128516224,ROBR,East-1
Swaraj Enterprises,C101104131813242,PATNA,East-1
Royal Homes,C101104131814232,PATNA,East-1
Shiv Shakti Marbles Store,C101104131814489,PATNA,East-1
Swaraaj Maarble,C101104131815053,PATNA,East-1
Maa Sherowali Tiles,C101104131815323,PATNA,East-1
Vishnu Constructions & Advisory Services,C101104132713336,PATNA,East-1
Shree Ram Traders,C101104134613458,ROBR,East-1
Hindustan Pipe Store,C101104135013491,PATNA,East-1
Gannon Dunkerley & Co Limited,C101104135413684,PATNA,Enterprise
Jay Maa Vindhyawasini Traders,C101104135414019,PATNA,East-1
Neelkanth Tiles Marble,C101104135415718,ROBR,East-1
Magadh Tiles,C101104137213880,PATNA,East-1
Maa Tara Traders,C101104137215969,PATNA,East-1
Maa Mundeshwari Enterprises,C101104137614270,PATNA,East-1
Baba Gaosgir Construction,C101104137615884,PATNA,East-1
Parash Marble Granite & Tiles,C101104145914168,PATNA,East-1
Rajeev Traders,C101104145914458,PATNA,East-1
Geeta Agency,C101104149114347,PATNA,East-1
New R.K.Tiles And Marbal,C101104149914395,ROBR,East-1
Shree Laxmi Tiles And Marbel,C101104151915291,PATNA,East-1
Ambey Marble,C101104151916753,PATNA,East-1
Aditya Kritika Enterprises,C101104151916949,PATNA,East-1
Shri Ram Sanitary Store,C101104158514759,ROBR,East-1
Garcia Promoters & Developers Private Limited,C101104164214951,DEL NCR,North-1
Om Sai Marble And Tiles House,C101104169015126,PATNA,East-1
Gupta Traders,C101104172315236,PATNA,East-1
Tiles Plaza,C101104174515341,PATNA,East-1
H S Enterprises,C101104176115390,ROBR,East-1
Shiv Marble And Tiles,C101104177015428,ROBR,East-1
Jai Mata Di Enterprises,C101104178915520,PATNA,East-1
Manvi Tiles & Marble,C101104187515965,PATNA,East-1
Subhraj Traders,C101104193016210,ROBR,East-1
Narayan Kumar Infrastructure Private Limited,C101104195816386,KOLKATA,Enterprise
KABBU KHIRHAR,C101104195816387,PATNA,Enterprise
Subh Mozaic'N' Marbles,C101105007903785,RAIPUR,North-2
Shri Shyam Tiles,C101105007913439,RAIPUR,North-2
Vishal Marbles And Tiles,C101105007913480,RAIPUR,North-2
RAVI MARBLE AND TILES,C101105007916532,RAIPUR,North-2
Tiles World (Blk),C101105008000113,RAIPUR,North-2
Jyoti Enterprises,C101105008100110,RAIPUR,North-2
Shree Vijay Enterprises,C101105008100111,RAIPUR,North-2
Satya Sakhi Construction And Builders,C101105008100112,RAIPUR,North-2
Pragati Granites,C101105008100156,RAIPUR,North-2
Somani Ply And Sanitaryware,C101105008100160,RAIPUR,North-2
Shri Vankateshvara Marbles,C101105008103777,RAIPUR,North-2
Marble House (Blk),C101105008103778,RAIPUR,North-2
Golchha Marketing Co.,C101105008103779,RAIPUR,North-2
Khubi Enterprises,C101105008105875,RAIPUR,North-2
Uv Infa,C101105008106189,RAIPUR,North-2
Nirman Infrastructures,C101105008106304,RAIPUR,North-2
Bsbk Private Limited,C101105008110386,RAIPUR,North-2
Arihant Associates,C101105008112195,RAIPUR,North-2
Vedika Tiles,C101105008113469,RAIPUR,North-2
Galaxy Granite,C101105008114393,RAIPUR,North-2
Kailash Enterprises,C101105008114617,RAIPUR,North-2
R K Construction,C101105008115300,RAIPUR,North-2
Ashirwad Stone,C101105008115429,RAIPUR,North-2
Amar Enterprises,C101105008200139,RAIPUR,North-2
Luxmi Marbles And Tiles Co.(Blk),C101105008200140,RAIPUR,North-2
Chaudhary Traders (Blk),C101105008200141,RAIPUR,North-2
Madhav Marble Emporium,C101105008200142,RAIPUR,North-2
Tulsi Construction Co.,C101105008200143,RAIPUR,North-2
Chhabra Marble And Steels,C101105008200144,RAIPUR,North-2
Rsb Projects Ltd,C101105008200145,RAIPUR,North-2
Chhabra Tiles,C101105008203786,RAIPUR,North-2
Friends Construction Company,C101105008209398,RAIPUR,North-2
Maa Bhagwati Construction,C101105008210663,RAIPUR,North-2
Sri Om Construction Pvt Ltd,C101105008210712,RAIPUR,North-2
Satya Automobiles,C101105008212128,RAIPUR,Enterprise
Rohit Granite And Tiles,C101105008213095,RAIPUR,North-2
Gurukripa Enterprises,C101105008213655,RAIPUR,North-2
Shri Sai Tiles And Sanitary,C101105008214475,RAIPUR,North-2
Shri Balaji Constructions,C101105008214576,RAIPUR,North-2
Siddhi Vinayak Buildcon,C101105008214961,RAIPUR,North-2
Satya Auto Private Limited,C101105008215183,RAIPUR,Enterprise
Chawla Tiles,C101105008215232,RAIPUR,North-2
Bahubali Udyog,C101105008215843,RAIPUR,North-2
Shraddha Construction Co,C101105008216033,RAIPUR,North-2
Chandra Tiles,C101105008216703,RAIPUR,North-2
Rounak Steel Traders,C101105008300170,RAIPUR,North-2
Shri Rani Sati Traders,C101105008300171,RAIPUR,North-2
Vimal Hardware,C101105008400174,RAIPUR,North-2
B.S.Construction,C101105008409399,RAIPUR,North-2
Shyam Tiles,C101105008500162,RAIPUR,North-2
Shri Bajrang Traders,C101105008500163,RAIPUR,North-2
Golchha Construction,C101105008506140,RAIPUR,North-2
Vijay Tiles And Sanitary,C101105008515586,RAIPUR,North-2
Anil Trading Co.,C101105008600153,RAIPUR,North-2
Goel Marble,C101105008600154,RAIPUR,North-2
Shakti Buildcon,C101105008600155,RAIPUR,North-2
Krishna Marble And Granite,C101105008600157,RAIPUR,North-2
Bansal Marble,C101105008600158,RAIPUR,North-2
Bapuji Tiles,C101105008600159,RAIPUR,North-2
Shakti Infratech,C101105008600161,RAIPUR,North-2
Goyal Saw Mill,C101105008605705,RAIPUR,North-2
Goel And Sons,C101105008609433,RAIPUR,North-2
Goel Traders,C101105008609647,RAIPUR,North-2
Manish Goel,C101105008609652,RAIPUR,North-2
N.K Construction,C101105008612637,RAIPUR,North-2
Mahaveer Stone House,C101105008613154,RAIPUR,North-2
Ajay Kumar Chouhan,C101105008613159,RAIPUR,North-2
Karan_City Automobiles Private Limited,C101105008614739,RAIPUR,Enterprise
Anil Trading Company,C101105008616892,RAIPUR,North-2
Sher N Shaavak Buildmart,C101105008616908,RAIPUR,North-2
Shriyog Sales,C101105008700146,RAIPUR,North-2
Rathi Bandhus Commercial,C101105008700147,RAIPUR,North-2
Maa Danteshwari Construction,C101105008709946,RAIPUR,North-2
Sharma Stones,C101105008712334,RAIPUR,North-2
Jmc Projects (India) Ltd.,C101105008712805,RAIPUR,Enterprise
Happy Steel Traders,C101105008713916,RAIPUR,North-2
Preet Tiles & Sanitary Ware,C101105008716036,RAIPUR,North-2
Sitesh Constructions,C101105008800169,RAIPUR,North-2
Agrawal Enterprises,C101105008812012,RAIPUR,North-2
Balaji Homes,C101105008815622,RAIPUR,North-2
Durga Contructions,C101105008816710,RAIPUR,North-2
Hm Bharat Contracts And Consultancy Private Ltd,C101105008817019,RAIPUR,North-2
Om Marble And Tiles,C101105008900116,RAIPUR,North-2
Lohiya Marbels And Rajasthan Bhandar,C101105009000166,RAIPUR,North-2
Siddhi Vinayak Construction Company,C101105009014960,RAIPUR,North-2
Sharda Constructions,C101105009015568,RAIPUR,North-2
Utsav Traders,C101105009100115,RAIPUR,North-2
Ajay Enterprises,C101105009200148,RAIPUR,North-2
Naveen Tiles,C101105009200149,RAIPUR,North-2
G.S.Dhanjal And Co.,C101105009200150,RAIPUR,North-2
K.S.Cahatwal And Company,C101105009206102,RAIPUR,North-2
Gannon Dunkerley And Co Ltd,C101105009209988,RAIPUR,Enterprise
Cosmos Infratech,C101105009210158,RAIPUR,North-2
Sitla Automobiles Private Limited,C101105009213499,RAIPUR,Enterprise
Shri Saptdev Automobiles Private Limited,C101105009213686,RAIPUR,Enterprise
Shanker Brothers,C101105009215009,RAIPUR,North-2
Shreeram Vehicles Llp,C101105009215927,BANGALORE,Enterprise
Dee Vee Projects Limited,C101105009216627,DEL NCR,Enterprise
Mohan Poddar,C101105009300173,RAIPUR,North-2
Prince Tiles And Marbles (Blk),C101105009400172,RAIPUR,North-2
Jyoti Sales Corporation,C101105009500164,RAIPUR,North-2
Sawadia Traders,C101105009500165,RAIPUR,North-2
Prasad And Company Project Works Ltd.,C101105009500167,RAIPUR,North-2
Vidhya Cylinders Private Limited,C101105009500168,RAIPUR,North-2
Alankar Sanitation,C101105009600117,RAIPUR,North-2
Ceramic Point(Blk),C101105009600118,RAIPUR,North-2
Shree Jalaram Marketing (Blk),C101105009600119,RAIPUR,North-2
Aditya Enterprises(Blk),C101105009600120,RAIPUR,North-2
Bath Creations,C101105009600121,RAIPUR,North-2
Bagadia Sales (Blk),C101105009600122,RAIPUR,North-2
Pashan Traders And Construction,C101105009600123,RAIPUR,North-2
Kaysons,C101105009600124,RAIPUR,North-2
Unnati Infra Developers Pvt. Ltd.,C101105009600125,RAIPUR,North-2
Shree Hardeo Hardware And Sanitation (Blk),C101105009600126,RAIPUR,North-2
Raghav Ceramics (Blk),C101105009600127,RAIPUR,North-2
Satyam Ceramics,C101105009600128,RAIPUR,North-2
Bastar Granite,C101105009600129,RAIPUR,North-2
Anandghan Construction,C101105009600130,RAIPUR,North-2
Readystate Infraservices Pvt. Ltd.,C101105009600131,RAIPUR,North-2
Shree Jalaram Marketing,C101105009600132,RAIPUR,North-2
Aakriti Associates,C101105009600133,RAIPUR,North-2
Anandghan Buildcon,C101105009600134,RAIPUR,North-2
Venketesh Marble,C101105009600135,RAIPUR,North-2
Tirupati Tiles And Sanitaries,C101105009600136,RAIPUR,North-2
Shree Ji Krupa Projects Ltd.,C101105009600137,RAIPUR,North-2
Rajendra Enterprises,C101105009603780,RAIPUR,North-2
Durga Marketing,C101105009603781,RAIPUR,North-2
Bhairav Marbles,C101105009603782,RAIPUR,North-2
Goyal And Associates,C101105009603783,RAIPUR,North-2
Golden Marble,C101105009603784,RAIPUR,North-2
Aditya Enterprises (Blk),C101105009605783,RAIPUR,North-2
Sewak Ram Balani And Co.,C101105009605956,RAIPUR,North-2
Metro Style,C101105009605996,RAIPUR,North-2
Shreeji Infrastructure India Private Ltd,C101105009606324,RAIPUR,North-2
Chhattisgarh Agencies,C101105009606357,RAIPUR,North-2
Radha Soami Satsang Beas,C101105009606421,RAIPUR,Enterprise
S. N. Infraestate Pvt. Ltd,C101105009606462,RAIPUR,North-2
Vinod Kumar Pandey,C101105009606504,RAIPUR,North-2
Ceramic House,C101105009606505,RAIPUR,North-2
Avinash Developers Pvt. Ltd,C101105009606569,RAIPUR,North-2
Aakar Construction,C101105009606690,RAIPUR,North-2
Varsha Construction,C101105009606717,RAIPUR,North-2
Yash Tiles,C101105009609155,RAIPUR,North-2
Aarti Infrastructure And Buildcon Limited,C101105009609487,RAIPUR,North-2
Somani Packaging Private Limited,C101105009609625,RAIPUR,North-2
Om Builders,C101105009612114,RAIPUR,Enterprise
S.K.Enterprises,C101105009612155,RAIPUR,North-2
Shree Hardeo Industries,C101105009612310,RAIPUR,North-2
Ansh Enterprises,C101105009612516,RAIPUR,North-2
Sparsh Automobiles Private Limited,C101105009612657,RAIPUR,Enterprise
Home Style And Decor Private Limited,C101105009612730,RAIPUR,North-2
Bani Decore N Electronics,C101105009613316,RAIPUR,North-2
Kamal & Associates Private Limited,C101105009613366,RAIPUR,Enterprise
N.V.Marble,C101105009613436,RAIPUR,North-2
Sanjay Distributors,C101105009613911,RAIPUR,North-2
Galaxy Buildcon,C101105009613926,RAIPUR,North-2
Kanika Automobiles Private Limited,C101105009614628,RAIPUR,Enterprise
Vitrag Enterprises,C101105009614878,RAIPUR,Enterprise
Trent Limited,C101105009614972,RAIPUR,Enterprise
Shree Mahadev Granites,C101105009615153,RAIPUR,North-2
Spartek House,C101105009615868,RAIPUR,North-2
Misc Party-Chhattisgarh,C101105009615944,MISC,Misc
Santosh Agrawal,C101105009616069,RAIPUR,North-2
Supertech Solutions,C101105009616107,RAIPUR,North-2
Shri Krishna Enterprises,C101105009616206,RAIPUR,North-2
Designo,C101105009616245,RAIPUR,North-2
Mahashakti Enterprises,C101105009616312,RAIPUR,Enterprise
G.M. Global Packaging,C101105009616419,RAIPUR,Enterprise
B R Construction Company,C101105009616433,RAIPUR,North-2
Shri Ramchandra Projects,C101105009616571,RAIPUR,North-2
Seema Tiles And Granite,C101105009616873,RAIPUR,North-2
Pankaj Tiles (Blk),C101105009700114,RAIPUR,North-2
Pankaj Tiles,C101105009716267,RAIPUR,North-2
Adarsh Granite,C101105009800151,RAIPUR,North-2
Arihant Agencies,C101105009800152,RAIPUR,North-2
Prateek Tiles & Marbles,C101105009810410,RAIPUR,North-2
Mark Infrastructure Private Limited,C101105009810806,RAIPUR,North-2
Sudama Tiles,C101105101809397,RAIPUR,North-2
R K M Powergen Private Limited,C101105114210631,CHENNAI,South-1
Krishna Tiles And Marbles,C101105142213877,RAIPUR,North-2
Dwarika Das Agrawal,C101105142216655,RAIPUR,North-2
Kalash Tiles,C101105150814432,RAIPUR,North-2
Baba Tradeco,C101105154315529,RAIPUR,North-2
Kanika Automobiles Private Limited,C101105155214628,RAIPUR,Enterprise
Bhagyashri Enterprises,C101105164914984,RAIPUR,North-2
Raj Granite,C101105168215369,RAIPUR,North-2
Ashok Kejriwal,C101105194416274,RAIPUR,North-2
Modi Enterprises,C101112027000175,JAMSHEDPUR,East-1
Jai Prakash Dalmia,C101112027000176,JAMSHEDPUR,East-1
Om Tiles Marble Shop,C101112027000177,JAMSHEDPUR,East-1
Jai Maa Marble Tiles,C101112027003788,JAMSHEDPUR,East-1
Meera Tiles World,C101112027012749,JAMSHEDPUR,East-1
Prem Industries,C101112027100205,JAMSHEDPUR,East-1
New Sunaina Marbles,C101112027100206,JAMSHEDPUR,East-1
Sunaina Marbles,C101112027103799,JAMSHEDPUR,East-1
Seema Marble And Tiles,C101112027103800,JAMSHEDPUR,East-1
Kamladityya Construction Private Limited,C101112027106159,JAMSHEDPUR,East-1
Sri Sai Traders,C101112027109812,JAMSHEDPUR,East-1
Abhishek Kumar Nayak,C101112027113152,JAMSHEDPUR,East-1
Alliance Marble & Tiles,C101112027113441,JAMSHEDPUR,East-1
Lalita Enterprises,C101112027115391,JAMSHEDPUR,East-1
Deepak Tiles And Sanitary,C101112027116156,JAMSHEDPUR,East-1
Kgn Sanitory Paint Putty And Electric,C101112027116167,JAMSHEDPUR,East-1
Vinayak Traders,C101112027116938,JAMSHEDPUR,East-1
Sri Ram Marbles,C101112027200212,RANCHI,East-1
Banwari Lal Agarwal,C101112027300179,JAMSHEDPUR,East-1
Tiles Centre,C101112027300180,JAMSHEDPUR,East-1
K.S Marbles,C101112027300181,JAMSHEDPUR,East-1
Marble Palace,C101112027300182,JAMSHEDPUR,East-1
S.G.Marbles And Sanitary Wares (Blk),C101112027300183,JAMSHEDPUR,East-1
Maan Sarovar,C101112027309387,JAMSHEDPUR,East-1
Jk Omaxe Reacon Jv,C101112027310301,JAMSHEDPUR,East-1
Fine Marbles,C101112027312307,JAMSHEDPUR,East-1
Reliable Industries,C101112027312686,RANCHI,Enterprise
Inox Leisure Ltd,C101112027312687,RANCHI,Enterprise
Combined Projects,C101112027313230,JAMSHEDPUR,East-1
Seven Stones Tiles And Marbles,C101112027313440,JAMSHEDPUR,East-1
Gannon Dunkerley & Co Limited,C101112027313734,RANCHI,Enterprise
Shree Gopal Tiles,C101112027313765,JAMSHEDPUR,East-1
Balmiki Tiles Manufacturing Works,C101112027313977,JAMSHEDPUR,East-1
Fine Marble,C101112027314702,JAMSHEDPUR,East-1
Dhanbad Marble Centre,C101112027315162,JAMSHEDPUR,East-1
Shree Nath Marble,C101112027315794,JAMSHEDPUR,East-1
Heliwal Motocorp Llp,C101112027315850,JAMSHEDPUR,Enterprise
Shree Marble Center,C101112027400215,JAMSHEDPUR,East-1
Shiv Traders,C101112027414779,JAMSHEDPUR,East-1
Jai Shree Shyam Traders,C101112027416125,JAMSHEDPUR,East-1
Ajay Hardware Store (Blk),C101112027500207,JAMSHEDPUR,East-1
Shivam Marble.,C101112027500208,JAMSHEDPUR,East-1
Gurunanak Hardware,C101112027503801,JAMSHEDPUR,East-1
Shivam Engineers And Contracts,C101112027512988,RANCHI,Enterprise
Sri Om Traders,C101112027513175,JAMSHEDPUR,East-1
Shivam Marble And Tiles,C101112027514072,JAMSHEDPUR,East-1
Aditya Marble & Tiles,C101112027515109,JAMSHEDPUR,East-1
Jai Mata Di Steel,C101112027515511,JAMSHEDPUR,East-1
Sri Radhe Marble And Furniture,C101112027515713,RANCHI,East-1
Jai Mata Marble,C101112027515754,RANCHI,East-1
Rahul Sanitary,C101112027516523,JAMSHEDPUR,East-1
Birani Infra,C101112027516975,JAMSHEDPUR,East-1
General Hardware Store (Blk),C101112027600213,JAMSHEDPUR,East-1
New Tarzan Marble Traders,C101112027606424,JAMSHEDPUR,East-1
Ananta Enterprises,C101112027614831,JAMSHEDPUR,East-1
Roman Stone,C101112027616689,JAMSHEDPUR,East-1
Bharat Traders (Blk),C101112027700211,RANCHI,East-1
Shree Jee Marbles (Blk),C101112027800209,RANCHI,East-1
Shree Mahaveer Tiles And Sanitary,C101112027800210,RANCHI,East-1
Annapoorna Enterprises,C101112027810480,RANCHI,East-1
Khaitan Automobile,C101112027815255,RANCHI,Enterprise
Deepak Marble,C101112027815565,RANCHI,East-1
New Prasad Traders,C101112027815753,RANCHI,East-1
Kush Motors Private Limited,C101112027815802,RANCHI,Enterprise
Modi Tiles And Sanitary House,C101112027900184,JAMSHEDPUR,East-1
Shyam Tiles,C101112027900185,JAMSHEDPUR,East-1
Balaji Marbles,C101112027900186,JAMSHEDPUR,East-1
Shree Balajee Marbles,C101112027900187,JAMSHEDPUR,East-1
Tiles Wizard,C101112027900188,JAMSHEDPUR,East-1
Udaipur Marbles,C101112027900189,JAMSHEDPUR,East-1
Vinayak Udhyog (Blk),C101112027900190,JAMSHEDPUR,East-1
Sandhya Sanitary,C101112027900191,JAMSHEDPUR,East-1
Jamshedpur Utilities And Services Co.Ltd.,C101112027900192,JAMSHEDPUR,East-1
Buildmat Trades Pvt. Ltd.(Blk),C101112027900193,RANCHI,Enterprise
Tiles World (Blk),C101112027900194,JAMSHEDPUR,East-1
Krishna Marble And Tiles,C101112027900195,JAMSHEDPUR,East-1
Radha Soami Satsang Beas,C101112027900196,RANCHI,Enterprise
Shreenath Marbles And Tiles,C101112027903789,JAMSHEDPUR,East-1
City Marbles,C101112027903790,JAMSHEDPUR,East-1
J.J. Trading Co,C101112027903791,JAMSHEDPUR,East-1
Buildmat Trades Pvt. Ltd. (Blk),C101112027909706,JAMSHEDPUR,East-1
Rajasthan Marbles,C101112027909778,JAMSHEDPUR,East-1
The Tile Shoppe,C101112027910479,JAMSHEDPUR,East-1
Utkal Automobiles Private Limited,C101112027912539,RANCHI,Enterprise
Ashiana Housing Limited,C101112027912865,RANCHI,Enterprise
Sitaram Agarwal & Sons,C101112027913237,JAMSHEDPUR,East-1
Vikash Hardware,C101112027913288,JAMSHEDPUR,East-1
Bholebaba Utilities Limited,C101112027913865,JAMSHEDPUR,East-1
National Tiles,C101112027915145,JAMSHEDPUR,East-1
Shivam Marble,C101112028000214,RANCHI,East-1
Monika Marble And Sanitary,C101112028102455,RANCHI,East-1
Jain Marbles,C101112028200216,JAMSHEDPUR,East-1
Agarwalla Marbles,C101112028200217,JAMSHEDPUR,East-1
Anand Goyel,C101112028216005,JAMSHEDPUR,East-1
Sneha Marbles,C101112028303792,RANCHI,East-1
Maa Ambey Enterprises,C101112028310701,RANCHI,East-1
Shree Jee Marbles,C101112028314785,RANCHI,East-1
Varsha Commercial Co.,C101112028316088,RANCHI,East-1
Prakash Raj Industries,C101112028400198,RANCHI,East-1
Sai Marbles,C101112028400199,RANCHI,East-1
Prakash Marbles,C101112028400200,RANCHI,East-1
Jai Mateshwari Marble,C101112028400201,RANCHI,East-1
Prem Marble And Sanitation,C101112028400202,RANCHI,East-1
Raj Pratisthan,C101112028400203,RANCHI,East-1
Rajbir Construction Pvt Ltd,C101112028400204,RANCHI,East-1
Marble Centre,C101112028403793,JAMSHEDPUR,East-1
Marble Point,C101112028403794,JAMSHEDPUR,East-1
New Sunaina Marble,C101112028403795,JAMSHEDPUR,East-1
Bathroom Sajawat,C101112028403796,RANCHI,East-1
Sunayna Marble,C101112028403797,RANCHI,East-1
Kapoor Marketing Pvt Ltd,C101112028403798,RANCHI,East-1
Prasad Explosives And Chemicals,C101112028406179,RANCHI,East-1
Singhal Enterprises,C101112028406708,RANCHI,East-1
Varindera Constructions Ltd.,C101112028410262,RANCHI,Enterprise
Shubham Marble,C101112028410615,,
